2455993.00	-2.73	-1.12
2455994.00	1.06	-1.69
2455995.00	-3.29	-4.56
2455996.00	-6.02	-3.76
2455997.00	-3.89	-1.42
2455998.00	-6.80	-3.66
2455999.00	-6.01	-1.80
2456000.00	-1.78	-0.58
2456001.00	-0.53	-3.09
2456002.00	-1.56	-4.48
2456003.00	0.66	-1.73
2456004.00	6.14	1.18
2456005.00	8.10	-3.72
2456006.00	-0.44	-6.45
2456007.00	-7.28	-4.63
2456008.00	-7.28	-2.45
2456009.00	-2.10	2.65
2456010.00	-2.83	6.67
2456011.00	-2.62	5.97
2456012.00	-1.93	0.74
2456013.00	-3.65	-1.93
2456014.00	-2.56	1.37
2456015.00	-2.68	0.47
2456016.00	-4.53	-2.49
2456017.00	-5.60	-3.88
2456018.00	-6.49	-5.67
2456019.00	-7.18	-7.36
2456020.00	-6.18	-7.98
2456021.00	-3.16	-8.14
2456022.00	-1.78	-7.80
2456023.00	-1.66	-9.23
2456024.00	-1.57	-6.25
2456025.00	-4.02	-7.09
2456026.00	-3.24	-5.19
2456027.00	0.09	-2.45
2456028.00	7.44	-0.49
2456029.00	8.69	-1.29
2456030.00	4.51	-6.65
2456031.00	6.28	-6.99
2456032.00	8.93	-4.11
2456033.00	5.18	-6.83
2456034.00	0.06	-6.44
2456035.00	5.37	-2.25
2456036.00	11.27	-3.09
2456037.00	11.87	-3.44
2456038.00	8.68	-1.94
2456039.00	6.52	-1.23
2456040.00	5.71	-2.42
2456041.00	8.79	-1.67
2456042.00	8.98	-1.18
2456043.00	11.91	6.23
2456044.00	9.72	4.00
2456045.00	3.62	1.33
2456046.00	-0.07	0.79
2456047.00	-1.94	-3.88
2456048.00	4.95	-4.05
2456049.00	6.27	5.33
2456050.00	-3.92	11.64
2456051.00	-2.99	9.85
2456052.00	3.14	6.56
2456053.00	4.95	0.76
2456054.00	3.85	2.06
2456055.00	1.47	7.90
2456056.00	4.07	9.59
2456057.00	3.95	11.33
2456058.00	2.33	10.48
2456059.00	-1.88	0.01
2456060.00	-7.96	-7.93
2456061.00	-8.37	-8.72
2456062.00	-5.13	-8.89
2456063.00	-5.36	-8.47
2456064.00	-7.86	-5.65
2456065.00	2.12	0.79
2456066.00	5.04	-0.82
2456067.00	4.94	-0.80
2456068.00	3.91	-3.84
2456069.00	4.21	-1.89
2456070.00	3.95	4.52
2456071.00	0.25	4.78
2456072.00	0.06	-0.92
2456073.00	3.27	-2.07
2456074.00	6.67	3.94
2456075.00	7.74	7.07
2456076.00	3.41	5.25
2456077.00	0.55	4.80
2456078.00	0.71	1.17
2456079.00	-2.20	-4.11
2456080.00	-1.04	-2.35
2456081.00	2.86	0.60
2456082.00	3.02	1.38
2456083.00	0.49	2.96
2456084.00	2.64	3.82
2456085.00	4.67	4.96
2456086.00	6.78	5.39
2456087.00	7.48	0.37
2456088.00	5.03	4.03
2456089.00	7.44	3.54
2456090.00	8.77	0.69
2456091.00	7.65	-3.74
2456092.00	2.47	-2.10
2456093.00	4.36	5.63
2456094.00	6.81	7.05
2456095.00	4.98	2.87
2456096.00	0.73	-1.36
2456097.00	-0.26	-4.32
2456098.00	-1.34	-6.37
2456099.00	-1.14	-3.55
2456100.00	3.63	-0.19
2456101.00	4.30	-2.02
2456102.00	0.16	-2.79
2456103.00	1.57	0.19
2456104.00	1.05	-2.06
2456105.00	-2.47	-5.26
2456106.00	-0.62	-2.80
2456107.00	4.67	2.25
2456108.00	6.87	4.70
2456109.00	5.44	-0.02
2456110.00	3.35	-2.57
2456111.00	4.25	1.03
2456112.00	4.67	2.29
2456113.00	5.29	-0.58
2456114.00	6.64	-3.52
2456115.00	6.94	-1.24
2456116.00	6.39	0.14
2456117.00	4.79	-2.71
2456118.00	2.03	-3.85
2456119.00	0.04	-5.25
2456120.00	0.62	-5.53
2456121.00	2.77	-2.67
2456122.00	7.08	2.12
2456123.00	7.05	-1.78
2456124.00	2.54	-4.37
2456125.00	-2.83	-6.11
2456126.00	-3.28	-6.95
2456127.00	-0.29	-6.35
2456128.00	0.80	-5.51
2456129.00	-0.79	-4.25
2456130.00	-1.96	-3.29
2456131.00	-3.17	-5.49
2456132.00	-4.15	-8.64
2456133.00	-4.02	-9.10
2456134.00	-2.92	-5.72
2456135.00	-1.61	-2.85
2456136.00	-2.52	-5.99
2456137.00	-3.23	-8.32
2456138.00	-1.16	-6.30
2456139.00	0.86	-4.37
2456140.00	0.09	-4.13
2456141.00	4.01	1.97
2456142.00	4.88	-0.07
2456143.00	4.34	-0.30
2456144.00	5.10	0.10
2456145.00	4.65	-2.05
2456146.00	3.95	-2.18
2456147.00	1.09	-1.21
2456148.00	-1.30	-2.17
2456149.00	0.47	-1.73
2456150.00	0.40	-0.52
2456151.00	3.50	4.10
2456152.00	5.54	3.08
2456153.00	4.79	4.83
2456154.00	3.89	5.15
2456155.00	6.74	6.72
2456156.00	5.24	9.21
2456157.00	1.82	10.99
2456158.00	0.63	7.91
2456159.00	0.80	4.00
2456160.00	0.19	-1.48
2456161.00	-1.98	-5.24
2456162.00	-3.39	-7.99
2456163.00	-1.07	-6.36
2456164.00	5.49	1.91
2456165.00	5.75	-1.13
2456166.00	1.52	-1.38
2456167.00	2.65	3.58
2456168.00	4.52	2.79
2456169.00	5.01	1.45
2456170.00	1.94	-3.49
2456171.00	-5.37	-7.64
2456172.00	-9.30	-7.52
2456173.00	-8.85	-6.41
2456174.00	-7.87	-7.13
2456175.00	-7.48	-9.02
2456176.00	-7.63	-9.56
2456177.00	-7.61	-6.88
2456178.00	-4.18	-2.33
2456179.00	0.00	2.14
2456180.00	2.50	2.52
2456181.00	1.73	4.89
2456182.00	-0.53	1.66
2456183.00	-3.39	-4.66
2456184.00	-3.30	-6.62
2456185.00	-6.13	-7.74
2456186.00	-6.79	-6.70
2456187.00	-2.05	-0.20
2456188.00	-0.12	2.62
2456189.00	-2.23	-1.27
2456190.00	-7.78	-8.58
2456191.00	-6.18	-4.95
2456192.00	1.46	1.32
2456193.00	-1.44	5.53
2456194.00	3.32	10.44
2456195.00	9.91	1.84
2456196.00	10.34	1.55
2456197.00	7.88	-2.63
2456198.00	0.93	-5.24
2456199.00	-3.50	-8.21
2456200.00	-4.31	-8.80
2456201.00	-4.88	-7.04
2456202.00	-0.00	-3.08
2456203.00	3.05	0.28
2456204.00	4.61	0.92
2456205.00	4.90	3.50
2456206.00	1.90	4.95
2456207.00	2.02	8.90
2456208.00	2.34	10.64
2456209.00	2.10	9.07
2456210.00	2.11	5.33
2456211.00	2.22	5.04
2456212.00	4.34	0.72
2456213.00	1.48	-4.31
2456214.00	2.03	0.96
2456215.00	4.70	-1.17
2456216.00	4.69	-2.47
2456217.00	5.32	4.85
2456218.00	7.40	4.50
2456219.00	5.64	0.43
2456220.00	0.08	-2.21
2456221.00	-0.83	3.12
2456222.00	-2.25	8.48
2456223.00	-3.68	9.04
2456224.00	-5.12	7.09
2456225.00	-6.35	4.91
2456226.00	-6.20	4.45
2456227.00	-5.11	-3.32
2456228.00	-4.57	-8.58
2456229.00	-9.22	-4.94
2456230.00	-2.95	1.99
2456231.00	-4.90	0.05
2456232.00	-0.03	-2.22
2456233.00	10.06	0.93
2456234.00	10.41	3.47
2456235.00	6.97	2.72
2456236.00	6.87	-1.09
2456237.00	7.96	-3.15
2456238.00	-1.19	-5.42
2456239.00	-8.80	-5.68
2456240.00	-8.67	-5.00
2456241.00	-2.48	-0.69
2456242.00	5.73	-2.32
2456243.00	4.99	-9.07
2456244.00	0.45	-5.18
2456245.00	-0.70	-0.84
2456246.00	-2.46	1.33
2456247.00	-4.76	2.55
2456248.00	-4.51	4.36
2456249.00	-2.93	-4.33
2456250.00	-1.09	-7.25
2456251.00	3.03	5.77
2456252.00	4.40	10.88
2456253.00	5.88	2.78
2456254.00	5.52	7.52
2456255.00	3.86	13.69
2456256.00	2.33	10.17
2456257.00	3.86	-2.70
2456258.00	5.39	-5.57
2456259.00	3.18	-11.02
2456260.00	1.19	-11.81
2456261.00	1.75	-9.51
2456262.00	4.43	-11.67
2456263.00	0.53	-12.85
2456264.00	0.08	-6.30
2456265.00	4.99	0.67
2456266.00	7.21	-1.43
2456267.00	5.09	-2.03
2456268.00	-1.29	7.75
2456269.00	-3.85	5.91
2456270.00	-5.69	-3.76
2456271.00	-4.93	0.23
2456272.00	-0.01	4.06
2456273.00	0.12	3.66
2456274.00	2.02	6.02
2456275.00	7.54	7.19
2456276.00	11.51	8.66
2456277.00	12.14	6.17
2456278.00	9.63	5.57
2456279.00	6.80	3.47
2456280.00	3.81	6.96
2456281.00	4.36	11.43
2456282.00	7.50	8.84
2456283.00	7.78	6.62
2456284.00	4.49	10.10
2456285.00	2.98	14.31
2456286.00	4.46	11.63
2456287.00	8.32	1.32
2456288.00	7.37	-0.03
2456289.00	7.18	5.48
2456290.00	4.60	9.39
2456291.00	7.47	8.87
2456292.00	9.09	2.82
2456293.00	7.11	7.43
